TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
1,"Tiny fox and great boar. Book 3, Dawn / written and illustrated by Berenika KoÅ‚omycka lettered by Crank!","KoÅ‚omycka, Berenika, 1983- author, illustrator.","Portland, OR : Oni Press, an Oni Press Publication, 2023.;""Â©2023.""",2023,J
0,Plants vs. zombies. Faulty fables / writen by Paul Tobin art by Christianne Gillenardo-Goudreau colors by Heather Breckel letters by Steve Dutro.,"Tobin, Paul, 1965- author.","Milwaukie, OR : Dark Horse Books, [2023]",2023,J
4,Us / Sara Soler English translation by Silvia Perea Labayen letters by Joamette Gil.,"Soler, Sara, author, artist.","Milwaukie, OR : Dark Horse Books, 2023.",2023,YA
1,Mother nature / script by Jamie Lee Curtis & Russell Goldman adapted and illustrated by Karl Stevens.,"Curtis, Jamie Lee,1958- author.","London : Titan Comics, 2023.",2023,YA
1,Alice in Borderland. 4 / story and art by Haro Aso   English translation and adaptation John Werry   touch-up art and lettering Erika Milligan.,"Aso, Haro, 1980- author, artist.","San Francisco, CA : VIZ Media, LLC, [2022];""Â©2011""",2023,YA
1,"Alice in Borderland. 5 / story and art by Haro Aso   English translation and adaptation, John Werry   touch-up art and lettering, Joanna Estep.","Aso, Haro, 1980- author, artist.","San Francisco, CA : VIZ Media, LLC, 2023.;""Â©2011""",2023,YA
1,"Fruits basket another. 4 / Natsuki Takaya   translation, Alethea and Athena Nibley   lettering, Lys Blakeslee.","Takaya, Natsuki, 1973- author, artist.","New York : Yen Press, 2022.",2023,YA
0,"The walking dead. Vol. 20, All out war / Robert Kirkman, creator, writer   Charlie Adlard, penciler  Stefano Gaudiano, inker   Cliff Rathburn, gray tones   Rus Wooton, letterer.","Kirkman, Robert,  author.","Berkeley, California : Image Comics, [2014];""Â©2014""",2023,YA
0,"The walking dead. Vol. 21,  All out war, part two /  Robert Kirkman, creator, writer   Charlie Adlard, penciler   Stefano Gaudiano, inker   Cliff Rathburn, gray tones   Rus Wooton, letterer.","Kirkman, Robert, author.","Berkeley : Image Comics,  [2014];""Â©2014""",2023,YA
21,Ember and the island of lost creatures / Jason Pamment.,"Pamment, Jason, author, artist.","New York, New York : HarperAlley, [2023]",2023,J
3,Hellaween / Moss Lawton color by Victoria Harris.,"Lawton, Moss, author.","New York : Razorbill, 2023.",2023,J
50,The Bad Guys in Mission unpluckable / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","New York, NY : Scholastic Press, [2017];""Â©2015""",2023,J
43,The Bad Guys in attack of the zittens / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","New York, NY : Scholastic Press, 2017.;""Â©2016""",2023,J
41,Squished / Megan Wagner Lloyd and Michelle Mee Nutter.,"Lloyd, Megan Wagner, author.","New York : Scholastic / Graphix, 2023.",2023,J
40,The Bad Guys in Alien vs Bad Guys / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","New York, NY : Scholastic Inc., [2018];""Â©2017""",2023,J
40,The Bad Guys in The Furball strikes back / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","New York, NY : Scholastic, 2016.",2023,J
23,The bad guys / Aaron Blabey.,"Blabey, Aaron, author, illustrator.","New York : Scholastic, Inc., 2015.;""Â©2017.""",2023,J
18,The Bad Guys in intergalactic gas / Aaron Blabey.,"Blabey, Aaron, author.","New York : Scholastic Press, [2018];""Â©2017""",2023,J
11,"Amulet. Book 5, Prince of the elves / Kazu Kibuishi.","Kibuishi, Kazu, 1978-","New York, NY : Graphix, an imprint of Scholastic, 2012.;""Â©2012""",2023,J
4,Emmie & friends. Invisible Emmie / Terri Libenson.,"Libenson, Terri, author, artist.","New York, NY : Balzer + Bray, an imprint of HarperCollinsPublishers, [2017];""Â©2017""",2023,J
4,"PokÃ©mon adventures. [Volume 58], X-Y. 3 / Hidenori Kusaka   illustrated by Satoshi Yamamoto   translation, Tetsuichiro Miyaki   English adaptation, Bryant Turnage   touch-up & lettering, Annaliese  Ace  Christman, Susan Daigle-Leach.","Kusaka, Hidenori, author.","San Francisco, CA : VIZ Media, LLC, 2022.",2023,J
10,"Hidden systems : water, electricity, the internet, and the secrets behind the systems we use every day / Dan Nott.","Nott, Dan, author.","New York : RH Graphic, of Random House Children's Books, [2023]",2023,YA
3,Unaccompanied : stories of brave teenagers seeking asylum / byTracy White.,"White, Tracy, author.","Brooklyn, New York : Street Noise Books, [2023];""Â©2023""",2023,YA
3,A guest in the house / Emily Carroll.,"Carroll, Emily, author, artist.","New York, NY : First Second, 2023.",2023,YA
2,"Batman. Volume 6, Abyss / Joshua Williamson, writer Jorge Molina, Howard Porter, Mikel Janin & Jorge Fornes, artists Tomeu Morey, colors Clayton Cowles, letters.","Williamson, Joshua, author.","Burbank, CA : DC Comics, [2022]",2023,YA
2,Homicide : the graphic novel. Part One / Philippe Squarzoni   color by Drac and Madd   based on the book by David Simon.,"Squarzoni, Philippe, adaptor, artist.","New York : First Second, 2023.;""Â©1991.""",2023,YA
2,I am not Starfire / written by Mariko Tamaki art by Yoshi Yoshitani letters by Aditya Bidikar.,"Tamaki, Mariko, author.","Burbank, California : DC Comics, [2021]",2023,YA
2,"Wynd. Book three, The throne in the sky / written by James Tynion IV illustrated by Michael Dialynas lettered by Andworld design.","Tynion, James, IV, author, creator.","Los Angeles, CA : Boom! Box, 2023.",2023,YA
1,Firebird / Sunmi.,"Sunmi, author.","New York, NY : HarperAlley, an imprint of HarperCollins Publishers, [2023]",2023,YA
1,"Moon Knight. Vol. 2, Too tough to die / writer, Jed MacKay artists, Alessandro Cappuccio and Federico Sabbatini color artists, Rachelle Rosenberg and Lee Loughridge letterer, VC's Cory Petit.","MacKay, Jed, 1983- author.","New York, NY : Marvel Worldwide, Inc., [2022]",2023,YA
1,"Superman action comics. Volume one, Warworld rising / Phillip Kennedy Johnson, writer Daniel Sampere, Christian Duce, artists Adriano Lucas, colorist Dave Sharpe, letterer Mikel JanÃ­n, Daniel Sampere, and Alejandro Sanchez, collection cover artists.","Johnson, Phillip Kennedy, 1970- writer.","Burbank, CA : DC Comics, [2022]",2023,YA
0,"Death of Wolverine / writer, Charles Soule penciler, Steve McNiven inker, Jay Leisten colorist, Justin Ponsor letterer, Chris Eliopoulos.","Soule, Charles, author.","New York Marvel Enterprises, 2015.",2023,YA
0,"Shang-Chi. Vol. 1, Brothers & sisters / writer, Gene Luen Yang artist, Dike Ruan flashback artist, Philip Tan color artist, Sebastian Cheng letterer, VC's Travis Lanham.","Yang, Gene Luen, author.","New York, NY : Marvel Worldwide, Inc., [2021]",2023,YA
0,The books of Clash : legendary legends of legendarious achievery. Vol. 1 / written by Gene Luen Yang pencils by Les McClaine inks by Alison Acton color by Karina Edwards & Alex Campbell.,"Yang, Gene Luen, author.","New York : First Second, 2023.;""Â©2023""",2023,YA
15,"Yona of the dawn. 4 / story & art by Mizuho Kusanagi   [English adaptation, Ysabet Reinhardt MacFarlane   translation JN Productions].","Kusanagi, Mizuho, 1979- author, artist.","San Francisco, CA : VIZ Media, LLC, [2017];""Â©2011""",2023,YA
13,"Yona of the dawn. 3 / story & art by Mizuho Kusanagi   [English adaptation, Ysabet Reinhardt MacFarlane   translation, JN Productions].","Kusanagi, Mizuho, 1979- author, artist.","San Francisco, CA : Viz Media, LLC, [2016];""Â©2010""",2023,YA
5,The sea in you / by Jessi Sheron.,"Sheron, Jessica, author, artist.","Chicago, IL : Iron Circus Comics, 2023.;""Â©2022.""",2023,YA
3,"The ancient magus' bride. Volume 8 / story and art by Kore Yamazaki   translation, Adrienne Beck   adaptation, Ysabet Reinhardt MacFarlane   lettering and retouch, Lys Blakeslee.","Yamazaki, Kore, author, artist.","[Los Angeles, CA] : Seven Seas Entertainment, [2018]",2023,YA
2,"Kimi ni todoke = From me to you. Vol. 10 / story & art by Karuho Shiina   [translation, Ari Yasuda, HC Language Solutions, Inc.   touch-up art & lettering, Vanessa Satone.].","Shiina, Karuho.","San Francisco, Calif. : Viz Media, 2011.",2023,YA
2,"Kimi ni todoke = From me to you. Vol. 4 / story & art by Karuho Shiina   [translation, Koichiro Kensho Nishimura].","Shiina, Karuho, author, artist.","San Francisco, Calif. : Viz Media, [2010]",2023,YA
2,"Kimi ni todoke = From me to you. Vol. 5 / story & art by Karuho Shiina   [translation, Koichiro Kensho Nishimura, HC Language Solutions, Inc.   touch-up art & lettering, Vanessa Satone.","Shiina, Karuho, author, illustrator.","San Francisco, Calif. : Viz Media, [2010]",2023,YA
2,"Tamamo-chan's a fox! Volume 1 / story & art by Yuuki Ray   translation, Wesley O'Donnell   adaptation, Casey Lucas   lettering and retouch, Carolina HernÃ¡ndez Mendoza.","Ray, Yuuki, author, artist.","[Los Angeles, California] : Seven Seas Entertainment, [2021]",2023,YA
2,"Tamamo-chan's a fox! Volume 2 / story & art by Yuuki Ray   translation, Wesley O'Donnell   adaptation, Casey Lucas   lettering and retouch, Carolina HernÃ¡ndez Mendoza.","Ray, Yuuki, author, artist.","[Los Angeles, California] : Seven Seas Entertainment, [2021]",2023,YA
1,"Colin Kaepernick : change the game / Colin Kaepernick, Eve L. Ewing   [illustrated by] Orlando Caicedo   lettering by Hasan Otsmane-Elhaou   color by Bryan Valenza.","Kaepernick, Colin, 1987- author.","New York : Graphix, an imprint of Scholastic/Kapernick Publishing, 2023.",2023,YA
0,"Lost boy / script, art & cover, Jay Martin letters, Frank Cvetkovic.","Martin, Jay, author, artist.","Milwaukee, OR : Dark Horse Books, 2023.",2023,YA
0,"The walking dead. Vol. 22, A new beginning / Robert Kirkman, creator, writer   Charlie Adlard, penciler   Stefano Gaudiano, inker   Cliff Rathburn, gray tones   Rus Wooton, letterer.","Kirkman, Robert, creator, author.","Berkeley, California : Image Comics, [2014];""Â©2014""",2023,YA
0,"The walking dead. Vol. 23, Whispers into screams / Robert Kirkman, creator, writer   Charlie Adlard, penciller   Stefano Gaudiano, inker   Cliff Rathburn, gray tones.","Kirkman, Robert, author.","[San Diego, CA] : Image Comics, 2015.",2023,YA
4,"Wolf Girl and Black Prince. 3 / story and art by Ayuko Hatta   translation, Diana Taylor   touch-up art & lettering, Aidan Clarke.","Hatta, Ayuko, author, artist.","San Francisco, CA : VIZ Media, LLC, 2023.;""Â©2011""",2023,YA
1,"Kimi ni todoke = From me to you Vol. 9 / story & art by Karuho Shiina   translation, Ari Yasuda, HC Language Solutions, Inc.   touch-up art & lettering, Vanessa Satone.","Shiina, Karuho, artist, author.","San Francisco, CA : Viz Media,  2011.;""Â©2005.""",2023,YA
0,"Death note. Vol. 6, Give-and-take / story by Tsugumi Ohba   art by Takeshi Obata   [translation & adaptation, Alexis Kirsch   touch-up art & lettering, Gia Cam Luc].","ÅŒba, Tsugumi, author.","San Francisco : Viz Media, 2006.;""Â©2003""",2023,YA
9,"Kariba / art, Daniel Clarke   writing, James Clarke   story, Daniel Clarke, James Clarke, and Daniel Snaddon.","Clarke, Daniel, author.","El Paso, TX : Catalyst Book Press, [2023]",2023,J
17,Bizard the bear wizard / by Chrissie Krebs.,"Krebs, Chrissie, author.","New York : Holiday House, [2023]",2023,J
20,Dear Rosie / Meghan Boehman & Rachael Briner   additonal writing and coloring by Tom Pickwood.,"Boehman, Meghan, author, illustrator.","New York : Alfred A. Knopf, [2023]",2023,J
6,Burt the Beetle lives here / Ashley Spires.,"Spires, Ashley, 1978- author, artist.","Toronto : Kids Can Press, [2023];""Â©2023""",2023,J
3,Garvey's choice : the graphic novel / Nikki Grimes   illustrated by Theodore Taylor III.,"Grimes, Nikki, author.","New York : Wordsong, an imprint of Astra Books for Young Readers, [2023];""Â©2023""",2023,J
12,The hills of Estrella Roja / Ashley Robin Franklin.,"Franklin, Ashley Robin, author, illustrator.","New York : Clarion Books, [2023]",2023,YA
9,The infinity particle / Wendy Xu.,"Xu, Wendy, author, artist.","New York, NY : Quill Tree Books, HarperAlley, imprints of HarperCollinsPublishers, [2023]",2023,YA
5,"Paper planes / Jennie Wood, writer Dozerdraws, artist Micah Myers, letterer.","Wood, Jennie (Comic book author), author.","Miami, FL : Maverick, for Mad Cave Studios, Inc., [2023]",2023,YA
7,"Sonic the Hedgehog. Scrapnik Island / story, Daniel Barnes art, Jack Lawrence colors, Nathalie Fourdraine letters & design, Shawn Lee.","Barnes, Daniel (Daniel Howard), author.","San Diego, CA : IDW Publishing, 2023.",2023,J
4,Two tribes / Emily Bowen Cohen with colors by Lark Pien.,"Bowen Cohen, Emily, author.","New York, NY : Heartdrum / HarperAlley, imprints of HarperCollinsPublishers, [2023]",2023,J
3,Slime shop / created by Karina Garcia with text by Kevin Panetta illustrations by Niki Smith.,"Garcia, Karina, 1994- author.","New York, NY : Versify : Harper Alley, [2023];""Â©2023""",2023,J
3,Sorceline. Book 2 / Sylvia DouyeÌ illustrated by Paola Antista colors by Lowenael and Marina Duclos translated by Tanya Gold.,"DouyÃ©, Sylvia, 1973- author.","Kansas City, Missouri : Andrews McMeel Publishing, [2023];""Â©2023""",2023,J
2,"Shelley Frankenstein! Book one, CowPiggy / by Colleen Madden!","Madden, Colleen M., author, artist.","San Diego, CA : Top Shelf Productions, [2023]",2023,J
2,"Super Chien. 5, Sa majestÃ© des puces / Dav Pilkey en tant que Georges BarnabÃ© et Harold HÃ©bert   mise en couleur de Jose Garibaldi   texte franÃ§ais d'Isabelle Allard.","Pilkey, Dav, 1966- author, illustrator.","Toronto, Ontario : Ã‰ditions Scholastic, [2018];""Â©2018""",2023,J
1,"Finder's creatures. Case #1, Bog gone! / P. Knuckle Jones.","Jones, P. Knuckle, author.","New York : Penguin Workshop, 2023.",2023,J
1,Skeleanor the decomposer / Emily Ettlinger.,"Ettlinger, Emily, author, illustrator.","New York : Penguin Workshop, 2023.;""Â©2023""",2023,J
27,Big Nate : move it or lose it! / by Lincoln Peirce.,"Peirce, Lincoln, author, illustrator.","Kansas City, Missouri : Andrews McMeel Publishing, [2023];""Â©2023""",2023,J
1,Just beyond. The scare school. [volume 1] / written by R. L. Stine   illustrated by Kelly & Nichole Matthews   lettered by Mike Fiorentino.,"Stine, R. L., author.","Los Angeles, California : KaBOOM!, [2019]",2023,J
0,"Yaqui Delgado wants to kick your ass : the graphic novel / Meg Medina, Mel Valentine Vargas.","Medina, Meg, author.","Somerville : Candlewick Press, 2023.",2023,YA
8,Saving sunshine / written by Saadia Faruqi art by Shazleen Khan.,"Faruqi, Saadia, author.","New York : First Second, 2023.;""Â©2023""",2023,J
1,Zoombi : o bien: Â¡cÃ³mo sobrevivir al apocalipsis zombi ejercitando la vista y sin perder el buen humor! / texto: Stefano Ascari  ilustraciones: Enrico Macchiavello  traducciÃ³n: Susana Cantero.,"Ascari, Stefano, 1975- author.","[Barcelona, Spain] : Picarona, 2022.",2023,J
6,Five nights at Freddy's. Fazbear frights : graphic novel collection. Vol. 3 / by Scott Cawthon.,"Cawthon, Scott, 1971- author.","New York, NY : Graphix, an imprint of Scholastic, [2023];""Â©2023.""",2023,YA
1,My mom had an abortion / words by Beezus B. Murphy drawn by Tatiana Gill postscript by Amelia Bonow.,"Murphy, Beezus B., 2004- author.","Oakland, CA : PM Press, [2022]",2023,YA
4,"Batman detective comics. Vol. 1, Gotham nocturne : overture / Ram V, Simon Spurrier, writers Rafael Albuquerque, Dani, artists Dave Stewart, colorist Ariana Maher, letterer Evan Cagle, collection cover artist.","V, Ram, author.","Burbank, CA : DC Comics, [2023]",2023,YA
4,Hellaween / Moss Lawton color by Victoria Harris.,"Lawton, Moss, author.","New York : Razorbill, 2023.",2023,YA
4,"My love mix-up! Vol. 6 / story by Wataru Hinekure   art by Aruko   translation & adaptation, Jan Mitsuko Cash   touch-up art & lettering, Inori Fukuda Trant.","Hinekure, Wataru, author.","San Francisco, California : VIZ Media, LLC, [2023]",2023,YA
4,"Roaming / Mariko Tamaki, Jillian Tamaki.","Tamaki, Mariko, author.","[Montreal, Quebec] : Drawn & Quarterly, 2023.;""Â©2023""",2023,YA
3,Sasaki and Miyano. 08 / Shou Harusono   translation: Leighann Harvey   lettering: DK.,"Harusono, Sho, author, artist.","New York : Yen Press, 2023.",2023,YA
2,"Batman. Vol. 2, The Bat-Man of Gotham / Chip Zdarsky, writer Mike Hawthorne, Miguel MendonÃ§a, BelÃ©n Ortega, Jorge Jimenez, Mikel Janin, Jorge Corona, pencilers Adriano Di Benedetto, Miguel MendonÃ§a, BelÃ©n Ortega, Jorge Jimenez, Mikel Janin, Jorge Corona, inkers Tomeu Morey, Roman Stevens, Romulo Fajardo Jr., colorists Clayton Cowles, letterer Jorge JimÃ©nez, series and collection cover artist.","Zdarsky, Chip, author.","Burbank, CA : DC Comics, [2023]",2023,YA
2,"Moon Knight. Vol. 3, Halfway to sanity / writer, Jed MacKay artists, Federico Sabbatini (#13, #18, annual) & Alessandro Cappuccio (#14-17) color artist, Rachelle Rosenberg letterer, VC's Cory Petit.","MacKay, Jed, 1983- author.","New York, NY : Marvel Worldwide, Inc., 2023.",2023,YA
